"No.","Time","Source","Destination","Protocol","Length","Info"
"4104","57.068341","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4097#4] 50476  >  https(443) [ACK] Seq=1095 Ack=229634 Win=65536 Len=0 SLE=231001 SRE=244671"
"4105","57.170100","aemmiphbweeuef59.com","192.168.66.22","TCP","1421","https(443)  >  50476 [ACK] Seq=244671 Ack=1095 Win=19968 Len=1367 [TCP segment of a reassembled PDU]"
"4106","57.170798","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4097#5] 50476  >  https(443) [ACK] Seq=1095 Ack=229634 Win=65536 Len=0 SLE=231001 SRE=246038"
"4107","57.330220","aemmiphbweeuef59.com","192.168.66.22","TCP","1421","[TCP Out-Of-Order] https(443)  >  50476 [ACK] Seq=229634 Ack=1095 Win=19968 Len=1367"
"4108","57.330288","aemmiphbweeuef59.com","192.168.66.22","TCP","1421","https(443)  >  50476 [PSH, ACK] Seq=246038 Ack=1095 Win=19968 Len=1367 [TCP segment of a reassembled PDU]"
"4109","57.330909","192.168.66.22","aemmiphbweeuef59.com","TCP","60","50476  >  https(443) [ACK] Seq=1095 Ack=246038 Win=65536 Len=0"
"4110","57.331004","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","[TCP Previous segment not captured] , Ignored Unknown Record"
"4111","57.331077","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4112","57.331336","192.168.66.22","aemmiphbweeuef59.com","TCP","66","50476  >  https(443) [ACK] Seq=1095 Ack=247405 Win=65536 Len=0 SLE=248772 SRE=250139"
"4113","57.331695","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4112#1] 50476  >  https(443) [ACK] Seq=1095 Ack=247405 Win=65536 Len=0 SLE=248772 SRE=251506"
"4114","57.348895","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4115","57.349568","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4112#2] 50476  >  https(443) [ACK] Seq=1095 Ack=247405 Win=65536 Len=0 SLE=248772 SRE=252873"
"4116","57.373016","192.168.66.22","192.168.66.1","DNS","72","Standard query 0x263a A ib.adnxs.com"
"4117","57.420146","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","66","50491  >  https(443) [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM"
"4118","57.476878","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4119","57.476949","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4120","57.477565","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4112#3] 50476  >  https(443) [ACK] Seq=1095 Ack=247405 Win=65536 Len=0 SLE=248772 SRE=254240"
"4121","57.477566","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4112#4] 50476  >  https(443) [ACK] Seq=1095 Ack=247405 Win=65536 Len=0 SLE=248772 SRE=255607"
"4122","57.500340","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4123","57.501013","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4112#5] 50476  >  https(443) [ACK] Seq=1095 Ack=247405 Win=65536 Len=0 SLE=248772 SRE=256974"
"4124","57.627939","192.168.66.1","192.168.66.22","DNS","249","Standard query response 0x263a A ib.adnxs.com CNAME g.geogslb.com CNAME ib.anycast.adnxs.com A 37.252.170.143 A 37.252.170.34 A 37.252.170.87 A 37.252.170.125 A 37.252.170.19 A 37.252.170.18 A 37.252.170.63 A 37.252.170.72"
"4125","57.628699","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4126","57.628772","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4127","57.628892","192.168.66.22","ib.anycast.adnxs.com","TCP","66","50492  >  http(80) [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM"
"4128","57.628894","192.168.66.22","ib.anycast.adnxs.com","TCP","66","50493  >  http(80) [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM"
"4129","57.629296","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4112#6] 50476  >  https(443) [ACK] Seq=1095 Ack=247405 Win=65536 Len=0 SLE=248772 SRE=258341"
"4130","57.629298","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4112#7] 50476  >  https(443) [ACK] Seq=1095 Ack=247405 Win=65536 Len=0 SLE=248772 SRE=259708"
"4131","57.629444","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4132","57.629508","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4133","57.630108","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4112#8] 50476  >  https(443) [ACK] Seq=1095 Ack=247405 Win=65536 Len=0 SLE=248772 SRE=261075"
"4134","57.630110","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4112#9] 50476  >  https(443) [ACK] Seq=1095 Ack=247405 Win=65536 Len=0 SLE=248772 SRE=262442"
"4135","57.648406","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4136","57.649077","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4112#10] 50476  >  https(443) [ACK] Seq=1095 Ack=247405 Win=65536 Len=0 SLE=248772 SRE=263809"
"4137","57.776643","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","66","https(443)  >  50491 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1367 SACK_PERM WS=128"
"4138","57.776705","aemmiphbweeuef59.com","192.168.66.22","TCP","1421","[TCP Out-Of-Order] https(443)  >  50476 [ACK] Seq=247405 Ack=1095 Win=19968 Len=1367"
"4139","57.776974","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50491  >  https(443) [ACK] Seq=1 Ack=1 Win=65616 Len=0"
"4140","57.777382","192.168.66.22","aemmiphbweeuef59.com","TCP","60","50476  >  https(443) [ACK] Seq=1095 Ack=263809 Win=65536 Len=0"
"4141","57.777386","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4142","57.777723","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","SSLv2","126","Client Hello"
"4143","57.802831","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4144","57.803511","192.168.66.22","aemmiphbweeuef59.com","TCP","60","50476  >  https(443) [ACK] Seq=1095 Ack=266543 Win=65536 Len=0"
"4145","57.931410","ib.anycast.adnxs.com","192.168.66.22","TCP","66","http(80)  >  50492 [SYN, ACK] Seq=0 Ack=1 Win=17720 Len=0 MSS=1367 SACK_PERM WS=512"
"4146","57.931451","ib.anycast.adnxs.com","192.168.66.22","TCP","66","http(80)  >  50493 [SYN, ACK] Seq=0 Ack=1 Win=17720 Len=0 MSS=1367 SACK_PERM WS=512"
"4147","57.931491","216.9.81.189","192.168.66.22","HTTP","371","HTTP/1.1 200 OK  (PNG)"
"4148","57.931554","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4149","57.931745","192.168.66.22","ib.anycast.adnxs.com","TCP","60","50492  >  http(80) [ACK] Seq=1 Ack=1 Win=65616 Len=0"
"4150","57.931747","192.168.66.22","ib.anycast.adnxs.com","TCP","60","50493  >  http(80) [ACK] Seq=1 Ack=1 Win=65616 Len=0"
"4151","57.931749","192.168.66.22","216.9.81.189","TCP","60","50480  >  http(80) [ACK] Seq=663 Ack=319 Win=65296 Len=0"
"4152","57.932101","192.168.66.22","ib.anycast.adnxs.com","HTTP","541","GET /getuid?http%3A%2F%2Fib.adnxs.com%2Fgetuid%3F%252F%252Fanalytics.shareaholic.com%252Fdough%252F1.0%252Fmixer.gif%253Fp_name%253DAN%2526p_id%253D%2524UID HTTP/1.1 "
"4153","57.932160","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4154","57.932490","192.168.66.22","aemmiphbweeuef59.com","TCP","60","50476  >  https(443) [ACK] Seq=1095 Ack=269277 Win=65536 Len=0"
"4155","57.958531","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4156","57.986950","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4157","57.987004","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","54","https(443)  >  50491 [ACK] Seq=1 Ack=73 Win=14720 Len=0"
"4158","57.987618","192.168.66.22","aemmiphbweeuef59.com","TCP","60","50476  >  https(443) [ACK] Seq=1095 Ack=272011 Win=65536 Len=0"
"4159","57.987714","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TLSv1","1421","Server Hello"
"4160","57.987783","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=1368 Ack=73 Win=14720 Len=1367 [TCP segment of a reassembled PDU]"
"4161","57.988457","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50491  >  https(443) [ACK] Seq=73 Ack=2735 Win=65616 Len=0"
"4162","58.115308","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=2735 Ack=73 Win=14720 Len=1367 [TCP segment of a reassembled PDU]"
"4163","58.115362","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TLSv1","462","Certificate, Server Key Exchange, Server Hello Done"
"4164","58.115978","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50491  >  https(443) [ACK] Seq=73 Ack=4510 Win=65616 Len=0"
"4165","58.123832","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TLSv1","188","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"4166","58.169032","ib.anycast.adnxs.com","192.168.66.22","TCP","54","http(80)  >  50492 [ACK] Seq=1 Ack=488 Win=18944 Len=0"
"4167","58.169086","ib.anycast.adnxs.com","192.168.66.22","HTTP","962","HTTP/1.1 302 Found "
"4168","58.169151","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4169","58.169211","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4170","58.169274","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4171","58.169743","192.168.66.22","aemmiphbweeuef59.com","TCP","60","50476  >  https(443) [ACK] Seq=1095 Ack=274745 Win=65536 Len=0"
"4172","58.172595","192.168.66.22","ib.anycast.adnxs.com","HTTP","618","GET /bounce?%2Fgetuid%3Fhttp%253A%252F%252Fib.adnxs.com%252Fgetuid%253F%25252F%25252Fanalytics.shareaholic.com%25252Fdough%25252F1.0%25252Fmixer.gif%25253Fp_name%25253DAN%252526p_id%25253D%252524UID HTTP/1.1 "
"4173","58.243907","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4174","58.244584","192.168.66.22","aemmiphbweeuef59.com","TCP","60","50476  >  https(443) [ACK] Seq=1095 Ack=277479 Win=65536 Len=0"
"4175","58.320165","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","[TCP Previous segment not captured] , Ignored Unknown Record"
"4176","58.320837","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4174#1] 50476  >  https(443) [ACK] Seq=1095 Ack=277479 Win=65536 Len=0 SLE=278846 SRE=280213"
"4177","58.362902","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TLSv1","113","Change Cipher Spec, Encrypted Handshake Message"
"4178","58.362984","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4179","58.363628","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4174#2] 50476  >  https(443) [ACK] Seq=1095 Ack=277479 Win=65536 Len=0 SLE=278846 SRE=281580"
"4180","58.365617","192.168.66.22","ib.anycast.adnxs.com","TCP","60","50492  >  http(80) [ACK] Seq=488 Ack=909 Win=64708 Len=0"
"4181","58.370340","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TLSv1","587","Application Data"
"4182","58.469833","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1421","Ignored Unknown Record"
"4183","58.469890","ib.anycast.adnxs.com","192.168.66.22","TCP","54","http(80)  >  50493 [ACK] Seq=1 Ack=565 Win=18944 Len=0"
"4184","58.469944","ib.anycast.adnxs.com","192.168.66.22","HTTP","766","HTTP/1.1 302 Found "
"4185","58.470501","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4174#3] 50476  >  https(443) [ACK] Seq=1095 Ack=277479 Win=65536 Len=0 SLE=278846 SRE=282947"
"4186","58.474639","192.168.66.22","ib.anycast.adnxs.com","HTTP","519","GET /getuid?%2F%2Fanalytics.shareaholic.com%2Fdough%2F1.0%2Fmixer.gif%3Fp_name%3DAN%26p_id%3D%24UID HTTP/1.1 "
"4187","58.635898","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1389","Ignored Unknown Record"
"4188","58.635970","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=4569 Ack=740 Win=16768 Len=1367 [TCP segment of a reassembled PDU]"
"4189","58.636030","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=5936 Ack=740 Win=16768 Len=1367 [TCP segment of a reassembled PDU]"
"4190","58.636093","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=7303 Ack=740 Win=16768 Len=1367 [TCP segment of a reassembled PDU]"
"4191","58.636567","192.168.66.22","aemmiphbweeuef59.com","TCP","66","[TCP Dup ACK 4174#4] 50476  >  https(443) [ACK] Seq=1095 Ack=277479 Win=65536 Len=0 SLE=278846 SRE=284282"
"4192","58.636569","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50491  >  https(443) [ACK] Seq=740 Ack=7303 Win=65616 Len=0"
"4193","58.636695","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=8670 Ack=740 Win=16768 Len=1367 [TCP segment of a reassembled PDU]"
"4194","58.636769","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=10037 Ack=740 Win=16768 Len=1367 [TCP segment of a reassembled PDU]"
"4195","58.636829","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=11404 Ack=740 Win=16768 Len=1367 [TCP segment of a reassembled PDU]"
"4196","58.636891","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=12771 Ack=740 Win=16768 Len=1367 [TCP segment of a reassembled PDU]"
"4197","58.636954","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=14138 Ack=740 Win=16768 Len=1367 [TCP segment of a reassembled PDU]"
"4198","58.637025","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50491  >  https(443) [ACK] Seq=740 Ack=10037 Win=65616 Len=0"
"4199","58.637362","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50491  >  https(443) [ACK] Seq=740 Ack=12771 Win=65616 Len=0"
"4200","58.637463","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=15505 Ack=740 Win=16768 Len=1367 [TCP segment of a reassembled PDU]"
"4201","58.637784","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50491  >  https(443) [ACK] Seq=740 Ack=15505 Win=65616 Len=0"
"4202","58.665633","192.168.66.22","ib.anycast.adnxs.com","TCP","60","50493  >  http(80) [ACK] Seq=565 Ack=713 Win=64904 Len=0"
"4203","58.705292","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=16872 Ack=740 Win=16768 Len=1367 [TCP segment of a reassembled PDU]"
"4204","58.705966","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50491  >  https(443) [ACK] Seq=740 Ack=18239 Win=65616 Len=0"
"4205","58.725332","192.168.66.22","qwe.mvdunalterableairreport.net","HTTP","199","GET /2nAY-xQvz4JQqjC66P7SgvZGdjIrMJheyLnsQvXjBrLitaA-_K4Uh45BR0unHcom HTTP/1.1 "
"4206","58.824895","ib.anycast.adnxs.com","192.168.66.22","TCP","54","http(80)  >  50492 [ACK] Seq=909 Ack=953 Win=19968 Len=0"
"4207","58.824948","ib.anycast.adnxs.com","192.168.66.22","HTTP","734","HTTP/1.1 302 Found "
"4208","58.825008","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=18239 Ack=740 Win=16768 Len=1367 [TCP segment of a reassembled PDU]"
"4209","58.825073","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","https(443)  >  50491 [ACK] Seq=19606 Ack=740 Win=16768 Len=1367 [TCP segment of a reassembled PDU]"
"4210","58.825767","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50491  >  https(443) [ACK] Seq=740 Ack=20973 Win=65616 Len=0"
"4211","58.827143","192.168.66.22","prod-logger-lb-275694318.us-east-1.elb.amazonaws.com","HTTP","498","GET /dough/1.0/mixer.gif?p_name=AN&p_id=8086419245598832333 HTTP/1.1 "
"4212","58.833593","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TLSv1","641","Application Data, Application Data, Application Data"
"4213","58.852724","aemmiphbweeuef59.com","192.168.66.22","TCP","1421","[TCP Out-Of-Order] https(443)  >  50476 [ACK] Seq=277479 Ack=1095 Win=19968 Len=1367"
"4214","58.853441","192.168.66.22","aemmiphbweeuef59.com","TCP","60","50476  >  https(443) [ACK] Seq=1095 Ack=284282 Win=65536 Len=0"
"4215","59.025548","192.168.66.22","ib.anycast.adnxs.com","TCP","60","50492  >  http(80) [ACK] Seq=953 Ack=1589 Win=65616 Len=0"
"4216","59.035634","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50491  >  https(443) [ACK] Seq=740 Ack=21560 Win=65028 Len=0"
"4217","59.138625","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","54","http(80)  >  50473 [ACK] Seq=85027 Ack=291 Win=16752 Len=0"
"4218","59.138679","prod-logger-lb-275694318.us-east-1.elb.amazonaws.com","192.168.66.22","TCP","54","http(80)  >  50435 [ACK] Seq=1 Ack=445 Win=15872 Len=0"
"4219","59.138719","prod-logger-lb-275694318.us-east-1.elb.amazonaws.com","192.168.66.22","HTTP","406","HTTP/1.1 200 OK  (GIF89a)"
"4220","59.307960","qwe.mvdunalterableairreport.net","192.168.66.22","HTTP","213","HTTP/1.1 200 OK "
"4221","59.309976","192.168.66.22","ytimg.l.google.com","TLSv1","427","Application Data"
"4222","59.335630","192.168.66.22","prod-logger-lb-275694318.us-east-1.elb.amazonaws.com","TCP","60","50435  >  http(80) [ACK] Seq=445 Ack=353 Win=65264 Len=0"
"4223","59.368954","192.168.66.22","s3-2.amazonaws.com","TLSv1","603","Application Data"
"4224","59.408609","192.168.66.22","aemmiphbweeuef59.com","TCP","66","50494  >  https(443) [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"4225","59.498148","ytimg.l.google.com","192.168.66.22","TLSv1","1419","Application Data"
"4226","59.498897","ytimg.l.google.com","192.168.66.22","TLSv1","1421","Application Data"
"4227","59.498966","ytimg.l.google.com","192.168.66.22","TLSv1","1417","Application Data"
"4228","59.499570","192.168.66.22","ytimg.l.google.com","TCP","60","50490  >  https(443) [ACK] Seq=580 Ack=7080 Win=65616 Len=0"
"4229","59.499690","ytimg.l.google.com","192.168.66.22","TLSv1","1421","Application Data"
"4230","59.499762","ytimg.l.google.com","192.168.66.22","TLSv1","1421","Application Data"
"4231","59.499819","ytimg.l.google.com","192.168.66.22","TLSv1","1415","Application Data"
"4232","59.499877","ytimg.l.google.com","192.168.66.22","TLSv1","1421","Application Data"
"4233","59.500361","192.168.66.22","ytimg.l.google.com","TCP","60","50490  >  https(443) [ACK] Seq=580 Ack=9810 Win=65616 Len=0"
"4234","59.500363","192.168.66.22","ytimg.l.google.com","TCP","60","50490  >  https(443) [ACK] Seq=580 Ack=12538 Win=65616 Len=0"
"4235","59.500470","ytimg.l.google.com","192.168.66.22","TLSv1","1421","Application Data"
"4236","59.501147","192.168.66.22","ytimg.l.google.com","TCP","60","50490  >  https(443) [ACK] Seq=580 Ack=15272 Win=65616 Len=0"
"4237","59.505687","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=291 Ack=85186 Win=65280 Len=0"
"4238","59.653570","ytimg.l.google.com","192.168.66.22","TLSv1","1415","Application Data"
"4239","59.677860","ytimg.l.google.com","192.168.66.22","TLSv1","1421","Application Data"
"4240","59.677928","ytimg.l.google.com","192.168.66.22","TLSv1","1421","Application Data"
"4241","59.677988","ytimg.l.google.com","192.168.66.22","TLSv1","1421","Application Data"
"4242","59.678534","192.168.66.22","ytimg.l.google.com","TCP","60","50490  >  https(443) [ACK] Seq=580 Ack=18000 Win=62888 Len=0"
"4243","59.678536","192.168.66.22","ytimg.l.google.com","TCP","60","50490  >  https(443) [ACK] Seq=580 Ack=20734 Win=60152 Len=0"
"4244","59.773149","192.168.66.22","qwe.mvdunalterableairreport.net","HTTP","199","GET /i_JnzurEICi4FQgJPm53aItUwat9SekFTU9d2KwmkCuLN2dPiuEjgSqCgiP8yIMk HTTP/1.1 "
"4245","59.833393","ytimg.l.google.com","192.168.66.22","TLSv1","682","Application Data, Application Data"
"4246","59.833450","aemmiphbweeuef59.com","192.168.66.22","TCP","66","https(443)  >  50494 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1367 SACK_PERM WS=128"
"4247","59.833727","192.168.66.22","aemmiphbweeuef59.com","TCP","60","50494  >  https(443) [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"4248","59.835573","192.168.66.22","aemmiphbweeuef59.com","TLSv1","178","Client Hello (SNI=aemmiphbweeuef59.com)"
"4249","59.988296","s3-2.amazonaws.com","192.168.66.22","TCP","54","https(443)  >  50487 [ACK] Seq=4562 Ack=756 Win=2096384 Len=0"
"4250","59.988350","s3-2.amazonaws.com","192.168.66.22","TLSv1","544","Application Data, Application Data"
"4251","59.988414","s3-2.amazonaws.com","192.168.66.22","TLSv1","1360","Application Data, Application Data"
"4252","59.989066","192.168.66.22","s3-2.amazonaws.com","TCP","60","50487  >  https(443) [ACK] Seq=756 Ack=6358 Win=66640 Len=0"
"4253","60.035686","192.168.66.22","ytimg.l.google.com","TCP","60","50490  >  https(443) [ACK] Seq=580 Ack=21362 Win=59524 Len=0"
"4254","60.338005","qwe.mvdunalterableairreport.net","192.168.66.22","TCP","54","http(80)  >  50473 [ACK] Seq=85186 Ack=436 Win=17824 Len=0"
"4255","60.338059","aemmiphbweeuef59.com","192.168.66.22","TCP","54","https(443)  >  50494 [ACK] Seq=1 Ack=125 Win=14720 Len=0"
"4256","60.338113","aemmiphbweeuef59.com","192.168.66.22","TLSv1","1077","Server Hello, Certificate, Server Hello Done"
"4257","60.338150","qwe.mvdunalterableairreport.net","192.168.66.22","HTTP","213","HTTP/1.1 200 OK "
"4258","60.339877","192.168.66.22","aemmiphbweeuef59.com","TLSv1","380","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"4259","60.346596","192.168.66.22","ytimg.l.google.com","TCP","60","[TCP Window Update] 50490  >  https(443) [ACK] Seq=580 Ack=21362 Win=62996 Len=0"
"4260","60.347296","192.168.66.22","ytimg.l.google.com","TCP","60","[TCP Window Update] 50490  >  https(443) [ACK] Seq=580 Ack=21362 Win=65616 Len=0"
"4261","60.379981","192.168.66.22","192.168.66.1","DNS","83","Standard query 0x4a70 A partner.shareaholic.com"
"4262","60.382230","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","HTTP","355","GET /assets/pub/share_buttons.css HTTP/1.1 "
"4263","60.408712","192.168.66.22","216.9.81.189","TCP","66","50495  >  http(80) [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM"
"4264","60.408713","192.168.66.22","216.9.81.189","TCP","66","50496  >  http(80) [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM"
"4265","60.541718","192.168.66.22","qwe.mvdunalterableairreport.net","TCP","60","50473  >  http(80) [ACK] Seq=436 Ack=85345 Win=65280 Len=0"
"4266","60.587214","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","http(80)  >  50418 [ACK] Seq=80243 Ack=954 Win=17920 Len=1367 [TCP segment of a reassembled PDU]"
"4267","60.587974","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","http(80)  >  50418 [ACK] Seq=81610 Ack=954 Win=17920 Len=1367 [TCP segment of a reassembled PDU]"
"4268","60.588048","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","http(80)  >  50418 [ACK] Seq=82977 Ack=954 Win=17920 Len=1367 [TCP segment of a reassembled PDU]"
"4269","60.588642","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50418  >  http(80) [ACK] Seq=954 Ack=82977 Win=65616 Len=0"
"4270","60.588766","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","http(80)  >  50418 [ACK] Seq=84344 Ack=954 Win=17920 Len=1367 [TCP segment of a reassembled PDU]"
"4271","60.588840","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","http(80)  >  50418 [ACK] Seq=85711 Ack=954 Win=17920 Len=1367 [TCP segment of a reassembled PDU]"
"4272","60.588897","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","http(80)  >  50418 [ACK] Seq=87078 Ack=954 Win=17920 Len=1367 [TCP segment of a reassembled PDU]"
"4273","60.588959","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","http(80)  >  50418 [ACK] Seq=88445 Ack=954 Win=17920 Len=1367 [TCP segment of a reassembled PDU]"
"4274","60.589020","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","http(80)  >  50418 [ACK] Seq=89812 Ack=954 Win=17920 Len=1367 [TCP segment of a reassembled PDU]"
"4275","60.589436","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50418  >  http(80) [ACK] Seq=954 Ack=85711 Win=65616 Len=0"
"4276","60.589438","192.168.66.22","dsms0mj1bbhn4.cloudfront.net","TCP","60","50418  >  http(80) [ACK] Seq=954 Ack=88445 Win=65616 Len=0"
"4277","60.589514","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","http(80)  >  50418 [ACK] Seq=91179 Ack=954 Win=17920 Len=1367 [TCP segment of a reassembled PDU]"
"4278","60.589577","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","http(80)  >  50418 [ACK] Seq=92546 Ack=954 Win=17920 Len=1367 [TCP segment of a reassembled PDU]"
"4279","60.589636","dsms0mj1bbhn4.cloudfront.net","192.168.66.22","TCP","1421","http(80)  >  50418 [ACK] Seq=93913 Ack=954 Win=17920 Len=1367 [TCP segment of a reassembled PDU]"
